Hospital,Date,Bed Type,Status,Count
All SF Acute Hospitals,8/16/2020,Acute Care Surge,Available,231
All SF Acute Hospitals,8/16/2020,Intensive Care,Available,104
All SF Acute Hospitals,8/16/2020,Intensive Care,COVID-19 (Confirmed & Suspected),39
All SF Acute Hospitals,8/16/2020,Intensive Care,Other Patients,143
All SF Acute Hospitals,8/16/2020,Intensive Care Surge,Occupied Surge,11
All SF Acute Hospitals,8/16/2020,Acute Care,COVID-19 (Confirmed & Suspected),72
All SF Acute Hospitals,8/16/2020,Acute Care,Other Patients,1030
All SF Acute Hospitals,8/16/2020,Acute Care Surge,Occupied Surge,16
All SF Acute Hospitals,8/17/2020,Intensive Care Surge,Available,290
All SF Acute Hospitals,8/17/2020,Acute Care,Available,441
All SF Acute Hospitals,8/17/2020,Acute Care Surge,Available,235
All SF Acute Hospitals,8/17/2020,Intensive Care,COVID-19 (Confirmed & Suspected),41
All SF Acute Hospitals,8/17/2020,Intensive Care,Other Patients,158
All SF Acute Hospitals,8/17/2020,Intensive Care Surge,Occupied Surge,8
All SF Acute Hospitals,8/17/2020,Acute Care,COVID-19 (Confirmed & Suspected),88
All SF Acute Hospitals,8/17/2020,Acute Care,Other Patients,1087
All SF Acute Hospitals,8/17/2020,Acute Care Surge,Occupied Surge,12
All SF Acute Hospitals,8/17/2020,Intensive Care,Available,87
All SF Acute Hospitals,8/18/2020,Intensive Care Surge,Available,290
All SF Acute Hospitals,8/18/2020,Acute Care,Available,394
All SF Acute Hospitals,8/18/2020,Acute Care Surge,Available,224
All SF Acute Hospitals,8/18/2020,Intensive Care,Available,83
All SF Acute Hospitals,8/18/2020,Intensive Care,COVID-19 (Confirmed & Suspected),41
All SF Acute Hospitals,8/18/2020,Acute Care,COVID-19 (Confirmed & Suspected),87
All SF Acute Hospitals,8/18/2020,Acute Care,Other Patients,1135
All SF Acute Hospitals,8/18/2020,Acute Care Surge,Occupied Surge,23
All SF Acute Hospitals,8/18/2020,Intensive Care,Other Patients,162
All SF Acute Hospitals,8/18/2020,Intensive Care Surge,Occupied Surge,8
All SF Acute Hospitals,8/19/2020,Intensive Care Surge,Available,284
All SF Acute Hospitals,8/19/2020,Acute Care,Available,378
All SF Acute Hospitals,8/19/2020,Acute Care Surge,Available,233
All SF Acute Hospitals,8/19/2020,Intensive Care,Available,95
All SF Acute Hospitals,8/19/2020,Intensive Care,COVID-19 (Confirmed & Suspected),39
All SF Acute Hospitals,8/19/2020,Intensive Care,Other Patients,152
All SF Acute Hospitals,8/19/2020,Intensive Care Surge,Occupied Surge,14
All SF Acute Hospitals,8/19/2020,Acute Care,COVID-19 (Confirmed & Suspected),83
All SF Acute Hospitals,8/19/2020,Acute Care Surge,Occupied Surge,14
All SF Acute Hospitals,8/19/2020,Acute Care,Other Patients,1155
All SF Acute Hospitals,8/20/2020,Intensive Care Surge,Available,283
All SF Acute Hospitals,8/20/2020,Acute Care,Available,384
All SF Acute Hospitals,8/20/2020,Acute Care Surge,Available,232
All SF Acute Hospitals,8/20/2020,Intensive Care,Available,93
All SF Acute Hospitals,8/20/2020,Intensive Care,COVID-19 (Confirmed & Suspected),35
All SF Acute Hospitals,8/20/2020,Intensive Care,Other Patients,158
All SF Acute Hospitals,8/20/2020,Intensive Care Surge,Occupied Surge,15
All SF Acute Hospitals,8/20/2020,Acute Care,COVID-19 (Confirmed & Suspected),79
All SF Acute Hospitals,8/20/2020,Acute Care,Other Patients,1153
All SF Acute Hospitals,8/20/2020,Acute Care Surge,Occupied Surge,15
All SF Acute Hospitals,8/21/2020,Intensive Care Surge,Available,290
All SF Acute Hospitals,8/21/2020,Acute Care,Available,451
All SF Acute Hospitals,8/21/2020,Acute Care Surge,Available,230
All SF Acute Hospitals,8/21/2020,Intensive Care,Available,95
All SF Acute Hospitals,8/21/2020,Intensive Care,COVID-19 (Confirmed & Suspected),33
All SF Acute Hospitals,8/21/2020,Intensive Care,Other Patients,158
All SF Acute Hospitals,8/21/2020,Intensive Care Surge,Occupied Surge,8
All SF Acute Hospitals,8/21/2020,Acute Care,COVID-19 (Confirmed & Suspected),69
All SF Acute Hospitals,8/21/2020,Acute Care,Other Patients,1096
All SF Acute Hospitals,8/21/2020,Acute Care Surge,Occupied Surge,17
All SF Acute Hospitals,8/22/2020,Intensive Care Surge,Available,298
All SF Acute Hospitals,8/22/2020,Acute Care,Available,477
All SF Acute Hospitals,8/22/2020,Acute Care Surge,Available,235
All SF Acute Hospitals,8/22/2020,Intensive Care,Available,107
All SF Acute Hospitals,8/22/2020,Intensive Care,COVID-19 (Confirmed & Suspected),37
All SF Acute Hospitals,8/22/2020,Intensive Care,Other Patients,142
All SF Acute Hospitals,8/22/2020,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,8/22/2020,Acute Care,COVID-19 (Confirmed & Suspected),64
All SF Acute Hospitals,8/22/2020,Acute Care Surge,Occupied Surge,12
All SF Acute Hospitals,8/22/2020,Acute Care,Other Patients,1075
All SF Acute Hospitals,8/23/2020,Intensive Care Surge,Available,298
All SF Acute Hospitals,8/23/2020,Acute Care,Available,493
All SF Acute Hospitals,8/23/2020,Acute Care Surge,Available,226
All SF Acute Hospitals,8/23/2020,Intensive Care,Available,112
All SF Acute Hospitals,8/23/2020,Intensive Care,COVID-19 (Confirmed & Suspected),37
All SF Acute Hospitals,8/23/2020,Intensive Care,Other Patients,137
All SF Acute Hospitals,8/23/2020,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,8/23/2020,Acute Care,COVID-19 (Confirmed & Suspected),71
All SF Acute Hospitals,8/23/2020,Acute Care,Other Patients,1052
All SF Acute Hospitals,8/23/2020,Acute Care Surge,Occupied Surge,21
All SF Acute Hospitals,8/24/2020,Intensive Care Surge,Available,298
All SF Acute Hospitals,8/24/2020,Acute Care,Available,415
All SF Acute Hospitals,8/24/2020,Acute Care Surge,Available,232
All SF Acute Hospitals,8/24/2020,Intensive Care,Available,110
All SF Acute Hospitals,8/24/2020,Intensive Care,COVID-19 (Confirmed & Suspected),33
All SF Acute Hospitals,8/24/2020,Intensive Care,Other Patients,143
All SF Acute Hospitals,8/24/2020,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,8/24/2020,Acute Care,COVID-19 (Confirmed & Suspected),65
All SF Acute Hospitals,8/24/2020,Acute Care,Other Patients,1136
All SF Acute Hospitals,8/24/2020,Acute Care Surge,Occupied Surge,15
All SF Acute Hospitals,8/25/2020,Intensive Care Surge,Available,298
All SF Acute Hospitals,8/25/2020,Acute Care,Available,406
All SF Acute Hospitals,8/25/2020,Acute Care Surge,Available,234
All SF Acute Hospitals,8/25/2020,Intensive Care,Available,91
All SF Acute Hospitals,8/25/2020,Intensive Care,COVID-19 (Confirmed & Suspected),38
All SF Acute Hospitals,8/25/2020,Intensive Care,Other Patients,157
All SF Acute Hospitals,8/25/2020,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,8/25/2020,Acute Care,COVID-19 (Confirmed & Suspected),54
All SF Acute Hospitals,8/25/2020,Acute Care,Other Patients,1156
All SF Acute Hospitals,8/25/2020,Acute Care Surge,Occupied Surge,13
All SF Acute Hospitals,8/26/2020,Intensive Care Surge,Available,298
All SF Acute Hospitals,8/26/2020,Acute Care,Available,403
All SF Acute Hospitals,8/26/2020,Acute Care Surge,Available,238
All SF Acute Hospitals,8/26/2020,Intensive Care,Available,82
All SF Acute Hospitals,8/26/2020,Intensive Care,COVID-19 (Confirmed & Suspected),33
All SF Acute Hospitals,8/26/2020,Intensive Care,Other Patients,171
All SF Acute Hospitals,8/26/2020,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,8/26/2020,Acute Care,COVID-19 (Confirmed & Suspected),53
All SF Acute Hospitals,8/26/2020,Acute Care,Other Patients,1160
All SF Acute Hospitals,8/26/2020,Acute Care Surge,Occupied Surge,9
All SF Acute Hospitals,8/27/2020,Intensive Care Surge,Available,298
All SF Acute Hospitals,8/27/2020,Acute Care,Available,376
All SF Acute Hospitals,8/27/2020,Acute Care Surge,Available,236
All SF Acute Hospitals,8/27/2020,Intensive Care,Available,94
All SF Acute Hospitals,8/27/2020,Intensive Care,COVID-19 (Confirmed & Suspected),27
All SF Acute Hospitals,8/27/2020,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,8/27/2020,Acute Care,COVID-19 (Confirmed & Suspected),60
All SF Acute Hospitals,8/27/2020,Acute Care,Other Patients,1180
All SF Acute Hospitals,8/27/2020,Acute Care Surge,Occupied Surge,11
All SF Acute Hospitals,8/27/2020,Intensive Care,Other Patients,165
All SF Acute Hospitals,8/28/2020,Intensive Care Surge,Available,298
All SF Acute Hospitals,8/28/2020,Acute Care,Available,464
All SF Acute Hospitals,8/28/2020,Acute Care Surge,Available,247
All SF Acute Hospitals,8/28/2020,Intensive Care,Available,90
All SF Acute Hospitals,8/28/2020,Intensive Care,COVID-19 (Confirmed & Suspected),26
All SF Acute Hospitals,8/28/2020,Intensive Care,Other Patients,170
All SF Acute Hospitals,8/28/2020,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,8/28/2020,Acute Care,COVID-19 (Confirmed & Suspected),55
All SF Acute Hospitals,8/28/2020,Acute Care,Other Patients,1097
All SF Acute Hospitals,8/28/2020,Acute Care Surge,Occupied Surge,0
All SF Acute Hospitals,8/29/2020,Intensive Care Surge,Available,298
All SF Acute Hospitals,8/29/2020,Acute Care,Available,509
All SF Acute Hospitals,8/29/2020,Acute Care Surge,Available,245
All SF Acute Hospitals,8/29/2020,Intensive Care,Available,118
All SF Acute Hospitals,8/29/2020,Intensive Care,COVID-19 (Confirmed & Suspected),28
All SF Acute Hospitals,8/29/2020,Intensive Care,Other Patients,140
All SF Acute Hospitals,8/29/2020,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,8/29/2020,Acute Care,COVID-19 (Confirmed & Suspected),48
All SF Acute Hospitals,8/29/2020,Acute Care,Other Patients,1059
All SF Acute Hospitals,8/29/2020,Acute Care Surge,Occupied Surge,2
All SF Acute Hospitals,8/30/2020,Intensive Care Surge,Available,298
All SF Acute Hospitals,8/30/2020,Acute Care,Available,532
All SF Acute Hospitals,8/30/2020,Acute Care Surge,Available,235
All SF Acute Hospitals,8/30/2020,Intensive Care,Available,124
All SF Acute Hospitals,8/30/2020,Intensive Care,COVID-19 (Confirmed & Suspected),26
All SF Acute Hospitals,8/30/2020,Intensive Care,Other Patients,136
All SF Acute Hospitals,8/30/2020,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,8/30/2020,Acute Care,COVID-19 (Confirmed & Suspected),56
All SF Acute Hospitals,8/30/2020,Acute Care,Other Patients,1028
All SF Acute Hospitals,8/30/2020,Acute Care Surge,Occupied Surge,12
All SF Acute Hospitals,8/31/2020,Intensive Care Surge,Available,298
All SF Acute Hospitals,8/31/2020,Acute Care,Available,463
All SF Acute Hospitals,8/31/2020,Acute Care Surge,Available,235
All SF Acute Hospitals,8/31/2020,Intensive Care,Available,114
All SF Acute Hospitals,8/31/2020,Intensive Care,COVID-19 (Confirmed & Suspected),24
All SF Acute Hospitals,8/31/2020,Intensive Care,Other Patients,148
All SF Acute Hospitals,8/31/2020,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,8/31/2020,Acute Care,COVID-19 (Confirmed & Suspected),63
All SF Acute Hospitals,8/31/2020,Acute Care,Other Patients,1090
All SF Acute Hospitals,8/31/2020,Acute Care Surge,Occupied Surge,12
All SF Acute Hospitals,9/1/2020,Intensive Care Surge,Available,298
All SF Acute Hospitals,9/1/2020,Acute Care,Available,450
All SF Acute Hospitals,9/1/2020,Acute Care Surge,Available,242
All SF Acute Hospitals,9/1/2020,Intensive Care,Available,104
All SF Acute Hospitals,9/1/2020,Intensive Care,COVID-19 (Confirmed & Suspected),21
All SF Acute Hospitals,9/1/2020,Intensive Care,Other Patients,161
All SF Acute Hospitals,9/1/2020,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,9/1/2020,Acute Care,COVID-19 (Confirmed & Suspected),55
All SF Acute Hospitals,9/1/2020,Acute Care,Other Patients,1111
All SF Acute Hospitals,9/1/2020,Acute Care Surge,Occupied Surge,5
All SF Acute Hospitals,9/2/2020,Intensive Care Surge,Available,298
All SF Acute Hospitals,9/2/2020,Acute Care,Available,427
All SF Acute Hospitals,9/2/2020,Acute Care Surge,Available,247
All SF Acute Hospitals,9/2/2020,Intensive Care,Available,104
All SF Acute Hospitals,9/2/2020,Intensive Care,COVID-19 (Confirmed & Suspected),21
All SF Acute Hospitals,9/2/2020,Intensive Care,Other Patients,161
All SF Acute Hospitals,9/2/2020,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,9/2/2020,Acute Care,COVID-19 (Confirmed & Suspected),48
All SF Acute Hospitals,9/2/2020,Acute Care,Other Patients,1141
All SF Acute Hospitals,9/2/2020,Acute Care Surge,Occupied Surge,0
All SF Acute Hospitals,9/3/2020,Intensive Care Surge,Available,298
All SF Acute Hospitals,9/3/2020,Acute Care,Available,422
All SF Acute Hospitals,9/3/2020,Intensive Care,COVID-19 (Confirmed & Suspected),22
All SF Acute Hospitals,9/3/2020,Intensive Care,Other Patients,171
All SF Acute Hospitals,9/3/2020,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,9/3/2020,Acute Care,COVID-19 (Confirmed & Suspected),43
All SF Acute Hospitals,9/3/2020,Acute Care,Other Patients,1151
All SF Acute Hospitals,9/3/2020,Acute Care Surge,Occupied Surge,6
All SF Acute Hospitals,9/3/2020,Acute Care Surge,Available,241
All SF Acute Hospitals,9/3/2020,Intensive Care,Available,93
All SF Acute Hospitals,9/4/2020,Intensive Care Surge,Available,298
All SF Acute Hospitals,9/4/2020,Acute Care,Available,495
All SF Acute Hospitals,9/4/2020,Acute Care Surge,Available,247
All SF Acute Hospitals,9/4/2020,Intensive Care,Available,96
All SF Acute Hospitals,9/4/2020,Intensive Care,COVID-19 (Confirmed & Suspected),21
All SF Acute Hospitals,9/4/2020,Intensive Care,Other Patients,169
All SF Acute Hospitals,9/4/2020,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,9/4/2020,Acute Care,COVID-19 (Confirmed & Suspected),36
All SF Acute Hospitals,9/4/2020,Acute Care,Other Patients,1085
All SF Acute Hospitals,9/4/2020,Acute Care Surge,Occupied Surge,0
All SF Acute Hospitals,9/5/2020,Intensive Care Surge,Available,298
All SF Acute Hospitals,9/5/2020,Acute Care,Available,543
All SF Acute Hospitals,9/5/2020,Acute Care Surge,Available,247
All SF Acute Hospitals,9/5/2020,Intensive Care,Available,109
All SF Acute Hospitals,9/5/2020,Intensive Care,COVID-19 (Confirmed & Suspected),25
All SF Acute Hospitals,9/5/2020,Intensive Care,Other Patients,152
All SF Acute Hospitals,9/5/2020,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,9/5/2020,Acute Care,COVID-19 (Confirmed & Suspected),49
All SF Acute Hospitals,9/5/2020,Acute Care,Other Patients,1024
All SF Acute Hospitals,9/5/2020,Acute Care Surge,Occupied Surge,0
All SF Acute Hospitals,9/6/2020,Intensive Care Surge,Available,298
All SF Acute Hospitals,9/6/2020,Acute Care,Available,553
All SF Acute Hospitals,9/6/2020,Acute Care Surge,Available,247
All SF Acute Hospitals,9/6/2020,Intensive Care,Available,109
All SF Acute Hospitals,9/6/2020,Intensive Care,COVID-19 (Confirmed & Suspected),26
All SF Acute Hospitals,9/6/2020,Intensive Care,Other Patients,151
All SF Acute Hospitals,9/6/2020,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,9/6/2020,Acute Care,COVID-19 (Confirmed & Suspected),52
All SF Acute Hospitals,9/6/2020,Acute Care,Other Patients,1011
All SF Acute Hospitals,9/6/2020,Acute Care Surge,Occupied Surge,0
All SF Acute Hospitals,9/7/2020,Acute Care Surge,Available,247
All SF Acute Hospitals,9/7/2020,Intensive Care,Available,111
All SF Acute Hospitals,9/7/2020,Intensive Care,COVID-19 (Confirmed & Suspected),26
All SF Acute Hospitals,9/7/2020,Intensive Care,Other Patients,149
All SF Acute Hospitals,9/7/2020,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,9/7/2020,Acute Care,COVID-19 (Confirmed & Suspected),54
All SF Acute Hospitals,9/7/2020,Acute Care,Other Patients,1034
All SF Acute Hospitals,9/7/2020,Acute Care Surge,Occupied Surge,0
All SF Acute Hospitals,9/7/2020,Intensive Care Surge,Available,298
All SF Acute Hospitals,9/7/2020,Acute Care,Available,528
All SF Acute Hospitals,9/8/2020,Intensive Care Surge,Available,298
All SF Acute Hospitals,9/8/2020,Acute Care,Available,460
All SF Acute Hospitals,9/8/2020,Acute Care Surge,Available,247
All SF Acute Hospitals,9/8/2020,Intensive Care,Available,95
All SF Acute Hospitals,9/8/2020,Intensive Care,COVID-19 (Confirmed & Suspected),25
All SF Acute Hospitals,9/8/2020,Intensive Care,Other Patients,166
All SF Acute Hospitals,9/8/2020,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,9/8/2020,Acute Care,COVID-19 (Confirmed & Suspected),55
All SF Acute Hospitals,9/8/2020,Acute Care,Other Patients,1101
All SF Acute Hospitals,9/8/2020,Acute Care Surge,Occupied Surge,0
All SF Acute Hospitals,9/9/2020,Intensive Care Surge,Available,298
All SF Acute Hospitals,9/9/2020,Acute Care,Available,429
All SF Acute Hospitals,9/9/2020,Acute Care Surge,Available,245
All SF Acute Hospitals,9/9/2020,Intensive Care,Available,94
All SF Acute Hospitals,9/9/2020,Intensive Care,COVID-19 (Confirmed & Suspected),23
All SF Acute Hospitals,9/9/2020,Intensive Care,Other Patients,169
All SF Acute Hospitals,9/9/2020,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,9/9/2020,Acute Care,COVID-19 (Confirmed & Suspected),60
All SF Acute Hospitals,9/9/2020,Acute Care,Other Patients,1127
All SF Acute Hospitals,9/9/2020,Acute Care Surge,Occupied Surge,2
All SF Acute Hospitals,9/10/2020,Intensive Care Surge,Available,298
All SF Acute Hospitals,9/10/2020,Acute Care,Available,427
All SF Acute Hospitals,9/10/2020,Acute Care Surge,Available,247
All SF Acute Hospitals,9/10/2020,Intensive Care,Available,96
All SF Acute Hospitals,9/10/2020,Intensive Care,COVID-19 (Confirmed & Suspected),21
All SF Acute Hospitals,9/10/2020,Intensive Care,Other Patients,169
All SF Acute Hospitals,9/10/2020,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,9/10/2020,Acute Care,COVID-19 (Confirmed & Suspected),63
All SF Acute Hospitals,9/10/2020,Acute Care,Other Patients,1126
All SF Acute Hospitals,9/10/2020,Acute Care Surge,Occupied Surge,0
All SF Acute Hospitals,9/11/2020,Intensive Care Surge,Available,298
All SF Acute Hospitals,9/11/2020,Acute Care Surge,Available,247
All SF Acute Hospitals,9/11/2020,Intensive Care,Available,105
All SF Acute Hospitals,9/11/2020,Intensive Care,COVID-19 (Confirmed & Suspected),21
All SF Acute Hospitals,9/11/2020,Intensive Care,Other Patients,160
All SF Acute Hospitals,9/11/2020,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,9/11/2020,Acute Care,COVID-19 (Confirmed & Suspected),58
All SF Acute Hospitals,9/11/2020,Acute Care,Other Patients,1110
All SF Acute Hospitals,9/11/2020,Acute Care Surge,Occupied Surge,0
All SF Acute Hospitals,9/11/2020,Acute Care,Available,448
All SF Acute Hospitals,9/12/2020,Intensive Care Surge,Available,298
All SF Acute Hospitals,9/12/2020,Acute Care,Available,480
All SF Acute Hospitals,9/12/2020,Acute Care Surge,Available,247
All SF Acute Hospitals,9/12/2020,Intensive Care,Available,121
All SF Acute Hospitals,9/12/2020,Intensive Care,COVID-19 (Confirmed & Suspected),21
All SF Acute Hospitals,9/12/2020,Intensive Care,Other Patients,144
All SF Acute Hospitals,9/12/2020,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,9/12/2020,Acute Care,COVID-19 (Confirmed & Suspected),64
